Datetime,tem_data
1694113583,30.625
1694113613,30.75
1694113643,30.9375
1694113673,31
1694113703,31.125
1694113733,31.25
1694113763,31.4375
1694113793,31.4375
1694113823,31.5
1694113853,31.625
1694113883,31.625
1694113913,31.6875
1694113943,31.6875
1694113973,31.75
1694114003,31.8125
1694114033,31.8125
1694114063,31.8125
1694114094,31.75
1694114124,31.8125
1694114154,31.8125
1694114184,31.8125
1694114214,31.8125
1694114244,31.875
1694114274,31.8125
1694114304,31.875
1694114334,31.8125
1694114364,31.8125
1694114394,31.8125
1694114424,31.8125
1694114454,31.75
1694114484,31.75
1694114514,31.8125
1694114544,31.8125
1694114574,31.8125
1694114604,31.75
1694114634,31.75
1694114664,31.75
1694114694,31.75
1694114724,31.75
1694114754,31.75
1694114784,31.75
1694114814,31.75
1694114844,31.75
1694114875,31.75
1694114904,31.75
1694114934,31.75
1694114964,31.75
1694114994,31.75
1694115024,31.8125
1694115055,31.75
1694115085,31.75
1694115115,31.6875
1694115145,31.75
1694115175,31.6875
1694115205,31.6875
1694115235,31.75
1694115265,31.8125
1694115295,31.6875
1694115325,31.75
1694115355,31.625
1694115385,31.625
1694115415,31.6875
1694115445,31.6875
1694115475,31.6875
1694115505,31.6875
1694115535,31.625
1694115565,31.5625
1694115595,31.6875
1694115625,31.75
1694115655,31.6875
1694115685,31.6875
1694115715,31.6875
1694115745,31.625
1694115775,31.6875
1694115805,31.6875
1694115835,31.625
1694115865,31.6875
1694115895,31.75
1694115925,31.6875
1694115956,31.6875
1694115985,31.6875
1694116016,31.6875
1694116046,31.6875
1694116076,31.625
1694116106,31.6875
1694116136,31.6875
1694116166,31.625
1694116196,31.5625
1694116226,31.6875
1694116256,31.6875
1694116286,31.625
1694116316,31.625
1694116346,31.625
1694116376,31.625
1694116406,31.5625
1694116436,31.625
1694116466,31.625
1694116496,31.625
1694116526,31.625
1694116556,31.625
1694116586,31.5625
1694116616,31.5625
1694116646,31.625
1694116676,31.6875
1694116706,31.625
1694116736,31.6875
1694116767,31.6875
1694116796,31.6875
1694116826,31.625
1694116856,31.6875
1694116887,31.6875
1694116916,31.625
1694116947,31.625
1694116977,31.5625
1694117007,31.625
1694117037,31.625
1694117067,31.625
1694117097,31.625
1694117127,31.6875
1694117157,31.6875
1694117187,31.6875
1694117217,31.6875
1694117247,31.625
1694117277,31.6875
1694117307,31.625
1694117337,31.625
1694117367,31.5625
1694117397,31.5625
1694117427,31.625
1694117457,31.625
1694117487,31.6875
1694117517,31.6875
1694117547,31.6875
1694117577,31.6875
1694117607,31.75
1694117637,31.75
1694117667,31.6875
1694117697,31.625
1694117727,31.625
1694117757,31.625
1694117787,31.625
1694117818,31.625
1694117847,31.6875
1694117878,31.6875
1694117908,31.6875
1694117938,31.6875
1694117968,31.625
1694117998,31.6875
1694118028,31.6875
1694118058,31.6875
1694118088,31.625
1694118118,31.625
1694118148,31.6875
1694118181,31.625
1694118208,31.625
1694118238,31.6875
1694118268,31.6875
1694118298,31.625
1694118328,31.5625
1694118358,31.5625
1694118388,31.625
1694118418,31.625
1694118448,31.625
1694118478,31.625
1694118508,31.625
1694118538,31.5625
1694118568,31.5625
1694118598,31.625
1694118628,31.625
1694118658,31.625
1694118688,31.625
1694118718,31.625
1694118748,31.625
1694118779,31.5625
1694118809,31.625
1694118839,31.5625
1694118869,31.5625
1694118899,31.625
1694118929,31.625
1694118959,31.625
1694118989,31.625
1694119019,31.625
1694119049,31.6875
1694119079,31.8125
1694119109,31.6875
1694119139,31.6875
1694119169,31.625
1694119199,31.625
1694119229,31.625
1694119259,31.6875
1694119289,31.6875
1694119319,31.625
1694119349,31.6875
1694119379,31.6875
1694119409,31.75
1694119439,31.6875
1694119469,31.75
1694119499,31.75
1694119529,31.75
1694119559,31.8125
1694119589,31.8125
1694119619,31.75
1694119649,31.75
1694119679,31.75
1694119709,31.8125
1694119739,31.75
1694119770,31.8125
1694119800,31.75
1694119830,31.75
1694119860,31.75
1694119890,31.75
1694119920,31.75
1694119950,31.75
1694119980,31.75
1694120010,31.75
1694120040,31.75
1694120070,31.75
1694120100,31.8125
1694120130,31.75
1694120160,31.75
1694120190,31.75
1694120220,31.75
1694120250,31.75
1694120280,31.75
1694120310,31.8125
1694120340,31.75
1694120370,31.75
1694120400,31.8125
1694120430,31.8125
1694120460,31.75
1694120490,31.8125
1694120520,31.8125
1694120550,31.8125
1694120580,31.8125
1694120610,31.8125
1694120640,31.8125
1694120670,31.8125
1694120701,31.8125
1694120731,31.875
1694120761,31.8125
1694120791,31.8125
1694120821,31.8125
1694120851,31.8125
1694120881,31.8125
1694120911,31.8125
1694120941,31.875
1694120971,31.8125
1694121001,31.875
1694121031,31.8125
1694121061,31.75
1694121091,31.8125
1694121121,31.75
1694121151,31.8125
1694121181,31.8125
1694121211,31.8125
1694121241,31.8125
1694121271,31.8125
1694121301,31.8125
1694121331,31.8125
1694121361,31.75
1694121391,31.8125
1694121421,31.75
1694121451,31.8125
1694121481,31.8125
1694121511,31.75
1694121541,31.75
1694121572,31.75
1694121602,31.75
1694121631,31.75
1694121662,31.6875
1694121692,31.6875
1694121722,31.625
1694121752,31.6875
1694121782,31.75
1694121812,31.75
1694121842,31.75
1694121872,31.8125
1694121902,31.8125
1694121932,31.75
1694121962,31.8125
1694121992,31.75
1694122022,31.6875
1694122052,31.75
1694122082,31.6875
1694122112,31.75
1694122142,31.75
1694122172,31.8125
1694122202,31.75
1694122232,31.8125
1694122262,31.8125
1694122292,31.8125
1694122322,31.8125
1694122352,31.75
1694122382,31.75
1694122412,31.75
1694122442,31.8125
1694122472,31.75
1694122502,31.8125
1694122535,31.8125
1694122562,31.8125
1694122593,31.8125
1694122623,31.8125
1694122653,31.8125
1694122683,31.8125
1694122713,31.8125
1694122743,31.8125
1694122773,31.8125
1694122803,31.75
1694122833,31.75
1694122863,31.8125
1694122893,31.75
1694122923,31.6875
1694122953,31.6875
1694122983,31.6875
1694123013,31.75
1694123043,31.75
1694123073,31.75
1694123103,31.6875
1694123133,31.75
1694123163,31.75
1694123193,31.75
1694123223,31.75
1694123253,31.75
1694123283,31.75
1694123313,31.75
1694123343,31.75
1694123373,31.6875
1694123403,31.75
1694123433,31.6875
1694123463,31.6875
1694123494,31.75
1694123524,31.75
1694123554,31.75
1694123584,31.6875
1694123614,31.6875
1694123644,31.6875
1694123674,31.6875
1694123704,31.6875
1694123734,31.75
1694123764,31.75
1694123794,31.6875
1694123824,31.6875
1694123854,31.6875
1694123884,31.6875
1694123914,31.6875
1694123944,31.6875
1694123974,31.6875
1694124004,31.6875
1694124034,31.6875
1694124064,31.6875
1694124094,31.5625
1694124124,31.5625
1694124154,31.625
1694124184,31.625
1694124214,31.625
1694124244,31.625
1694124274,31.625
1694124304,31.6875
1694124334,31.6875
1694124364,31.75
1694124394,31.75
1694124424,31.6875
1694124455,31.75
1694124485,31.6875
1694124515,31.6875
1694124545,31.6875
1694124575,31.6875
1694124605,31.75
1694124635,31.6875
1694124665,31.6875
1694124695,31.6875
1694124725,31.6875
1694124755,31.75
1694124785,31.75
1694124815,31.75
1694124845,31.75
1694124875,31.75
1694124905,31.75
1694124935,31.6875
1694124965,31.75
1694124995,31.75
1694125025,31.75
1694125055,31.6875
1694125085,31.75
1694125115,31.75
1694125145,31.75
1694125175,31.75
1694125205,31.75
1694125235,31.75
1694125265,31.75
1694125295,31.75
1694125325,31.75
1694125355,31.8125
1694125386,31.75
1694125416,31.75
1694125446,31.75
1694125476,31.75
1694125506,31.75
1694125536,31.6875
1694125566,31.75
1694125596,31.75
1694125626,31.6875
1694125656,31.75
1694125686,31.75
1694125716,31.75
1694125746,31.75
1694125776,31.8125
1694125806,31.8125
1694125836,31.75
1694125866,31.8125
1694125896,31.8125
1694125926,31.8125
1694125956,31.75
1694125986,31.8125
1694126016,31.75
1694126046,31.8125
1694126076,31.75
1694126106,31.6875
1694126136,31.75
1694126166,31.75
1694126196,31.8125
1694126226,31.8125
1694126256,31.75
1694126286,31.75
1694126317,31.75
1694126347,31.75
1694126377,31.75
1694126407,31.75
1694126437,31.6875
1694126467,31.6875
1694126497,31.6875
1694126527,31.75
1694126557,31.75
1694126587,31.75
1694126617,31.75
1694126647,31.75
1694126677,31.75
1694126707,31.75
1694126737,31.75
1694126767,31.75
1694126797,31.75
1694126827,31.8125
1694126857,31.8125
1694126887,31.75
1694126917,31.75
1694126947,31.8125
1694126977,31.75
1694127007,31.75
1694127037,31.8125
1694127067,31.8125
1694127097,31.75
1694127127,31.75
1694127157,31.8125
1694127187,31.8125
1694127217,31.8125
1694127247,31.8125
1694127278,31.8125
1694127308,31.8125
1694127338,31.75
1694127368,31.8125
1694127398,31.8125
1694127428,31.8125
1694127458,31.75
1694127488,31.75
1694127518,31.75
1694127548,31.75
1694127578,31.8125
1694127608,31.75
1694127638,31.8125
1694127668,31.75
1694127698,31.75
1694127728,31.75
1694127758,31.75
1694127788,31.75
1694127818,31.75
1694127848,31.8125
1694127878,31.75
1694127908,31.6875
1694127938,31.75
1694127968,31.6875
1694127998,31.6875
1694128028,31.6875
1694128058,31.75
1694128088,31.75
1694128118,31.75
1694128148,31.75
1694128179,31.75
1694128208,31.75
1694128239,31.75
1694128269,31.75
1694128299,31.75
1694128329,31.75
1694128363,31.75
1694128389,31.75
1694128419,31.75
1694128449,31.6875
1694128479,31.75
1694128509,31.75
1694128539,31.75
1694128569,31.75
1694128612,31.75
1694128629,31.75
1694128659,31.75
1694128689,31.75
1694128719,31.75
1694128749,31.75
1694128779,31.6875
1694128809,31.6875
1694128839,31.6875
1694128869,31.6875
1694128899,31.75
1694128929,31.6875
1694128959,31.75
1694128989,31.6875
1694129019,31.75
1694129049,31.6875
1694129079,31.6875
1694129109,31.6875
1694129139,31.75
1694129170,31.6875
1694129200,31.75
1694129230,31.6875
1694129260,31.75
1694129290,31.6875
1694129320,31.75
1694129350,31.75
1694129380,31.75
1694129410,31.75
1694129440,31.6875
1694129470,31.75
1694129500,31.75
1694129530,31.75
1694129560,31.75
1694129590,31.6875
1694129620,31.6875
1694129650,31.6875
1694129680,31.6875
1694129710,31.6875
1694129740,31.6875
1694129770,31.6875
1694129800,31.6875
1694129830,31.75
1694129860,31.75
1694129890,31.6875
1694129920,31.6875
1694129950,31.6875
1694129980,31.6875
1694130010,31.6875
1694130040,31.75
1694130071,31.6875
1694130101,31.6875
1694130131,31.6875
1694130161,31.6875
1694130191,31.6875
1694130221,31.6875
1694130251,31.6875
1694130281,31.6875
1694130311,31.6875
1694130341,31.6875
1694130371,31.6875
1694130401,31.6875
1694130431,31.6875
1694130461,31.6875
1694130491,31.6875
1694130521,31.6875
1694130551,31.625
1694130581,31.6875
1694130611,31.6875
1694130641,31.625
1694130671,31.625
1694130701,31.6875
1694130731,31.6875
1694130762,31.6875
1694130791,31.6875
1694130821,31.625
1694130851,31.625
1694130881,31.6875
1694130911,31.6875
1694130941,31.625
1694130971,31.5625
1694131001,31.6875
1694131032,31.6875
1694131062,31.6875
1694131092,31.6875
1694131122,31.6875
1694131152,31.6875
1694131182,31.6875
1694131212,31.6875
1694131242,31.6875
1694131272,31.625
1694131302,31.6875
1694131332,31.625
1694131362,31.6875
1694131392,31.6875
1694131422,31.6875
1694131452,31.6875
1694131482,31.625
1694131512,31.625
1694131542,31.625
1694131572,31.625
1694131602,31.6875
1694131632,31.6875
1694131662,31.6875
1694131692,31.6875
1694131722,31.6875
1694131752,31.6875
1694131782,31.6875
1694131812,31.6875
1694131842,31.6875
1694131872,31.6875
1694131903,31.6875
1694131933,31.625
1694131963,31.625
1694131993,31.625
1694132023,31.625
1694132053,31.625
1694132083,31.625
1694132113,31.625
1694132143,31.625
1694132173,31.5625
1694132203,31.5625
1694132233,31.5625
1694132263,31.5625
1694132293,31.5625
1694132323,31.625
1694132353,31.625
1694132383,31.625
1694132413,31.625
1694132443,31.625
1694132473,31.6875
1694132503,31.6875
1694132533,31.6875
1694132563,31.625
1694132593,31.625
1694132623,31.6875
1694132653,31.6875
1694132683,31.625
1694132713,31.625
1694132743,31.625
1694132773,31.625
1694132803,31.625
1694132833,31.625
1694132863,31.625
1694132893,31.625
1694132924,31.625
1694132954,31.625
1694132984,31.625
1694133014,31.6875
1694133044,31.6875
1694133074,31.625
1694133104,31.625
1694133134,31.625
1694133164,31.625
1694133194,31.625
1694133224,31.625
1694133254,31.625
1694133284,31.625
1694133314,31.625
1694133344,31.625
1694133374,31.625
1694133404,31.5625
1694133434,31.625
1694133464,31.625
1694133494,31.625
1694133524,31.5625
1694133554,31.625
1694133584,31.625
1694133614,31.625
1694133644,31.625
1694133674,31.625
1694133705,31.625
1694133734,31.625
1694133764,31.625
1694133794,31.625
1694133824,31.625
1694133855,31.625
1694133885,31.625
1694133915,31.625
1694133945,31.625
1694133975,31.625
1694134005,31.625
1694134035,31.625
1694134065,31.5625
1694134095,31.5625
1694134125,31.5
1694134155,31.5625
1694134185,31.5625
1694134215,31.625
1694134245,31.625
1694134275,31.625
1694134305,31.625
1694134335,31.5625
1694134365,31.5625
1694134395,31.625
1694134425,31.625
1694134455,31.625
1694134485,31.625
1694134515,31.625
1694134545,31.5625
1694134575,31.625
1694134605,31.5625
1694134635,31.625
1694134665,31.5625
1694134695,31.5625
1694134725,31.625
1694134756,31.625
1694134786,31.625
1694134816,31.6875
1694134846,31.625
1694134876,31.625
1694134906,31.6875
1694134936,31.625
1694134966,31.625
1694134996,31.5625
1694135026,31.5625
1694135056,31.5625
1694135086,31.625
1694135116,31.625
1694135146,31.5625
1694135176,31.5625
1694135206,31.5625
1694135236,31.5625
1694135266,31.5625
1694135296,31.5625
1694135326,31.5625
1694135356,31.5625
1694135386,31.5625
1694135416,31.5625
1694135446,31.5625
1694135476,31.5625
1694135506,31.5625
1694135536,31.5625
1694135566,31.5625
1694135596,31.5625
1694135626,31.5625
1694135657,31.5625
1694135686,31.5625
1694135716,31.625
1694135747,31.625
1694135777,31.625
1694135807,31.625
1694135837,31.625
1694135867,31.625
1694135897,31.5625
1694135927,31.5625
1694135957,31.5625
1694135987,31.5625
1694136017,31.5625
1694136047,31.5
1694136077,31.5625
1694136107,31.625
1694136137,31.625
1694136167,31.625
1694136197,31.625
1694136227,31.5625
1694136257,31.5625
1694136287,31.5625
1694136317,31.5625
1694136347,31.5625
1694136377,31.5625
1694136408,31.5625
1694136437,31.5625
1694136467,31.5625
1694136497,31.5625
1694136527,31.5
1694136557,31.5625
1694136587,31.5625
1694136618,31.5625
1694136647,31.5625
1694136678,31.5625
1694136708,31.5625
1694136738,31.5625
1694136768,31.5625
1694136798,31.5
1694136828,31.5625
1694136858,31.5625
1694136888,31.5625
1694136918,31.625
1694136948,31.625
1694136978,31.5625
1694137008,31.5625
1694137038,31.5625
1694137068,31.5625
1694137098,31.5625
1694137128,31.5
1694137158,31.5
1694137188,31.5
1694137218,31.5
1694137248,31.5
1694137278,31.5625
1694137308,31.5
1694137338,31.5625
1694137368,31.5625
1694137398,31.5625
1694137428,31.5625
1694137458,31.5
1694137488,31.5
1694137518,31.5
1694137548,31.5
1694137578,31.4375
1694137609,31.5
1694137639,31.5
1694137669,31.5
1694137699,31.5625
1694137729,31.5625
1694137759,31.5
1694137789,31.5625
1694137819,31.5625
1694137849,31.5
1694137879,31.5
1694137909,31.5
1694137939,31.5625
1694137969,31.5625
1694137999,31.5625
1694138029,31.5625
1694138059,31.5625
1694138089,31.5625
1694138119,31.5
1694138149,31.5625
1694138179,31.5625
1694138209,31.5625
1694138239,31.5625
1694138269,31.5625
1694138299,31.5625
1694138329,31.5625
1694138359,31.5625
1694138389,31.5625
1694138419,31.5625
1694138449,31.5625
1694138479,31.5625
1694138509,31.5625
1694138539,31.5
1694138570,31.5
1694138600,31.5625
1694138630,31.5625
1694138660,31.5625
1694138690,31.5625
1694138720,31.5625
1694138750,31.5625
1694138780,31.5625
1694138810,31.5625
1694138840,31.5
1694138870,31.5
1694138900,31.5
1694138930,31.5
1694138960,31.5625
1694138990,31.5625
1694139020,31.5625
1694139050,31.5625
1694139080,31.5625
1694139110,31.5625
1694139140,31.5
1694139170,31.5
1694139200,31.5625
1694139230,31.5
1694139260,31.5
1694139290,31.5
1694139320,31.4375
1694139350,31.4375
1694139380,31.4375
1694139410,31.5
1694139440,31.4375
1694139470,31.5
1694139501,31.4375
1694139531,31.4375
1694139561,31.4375
1694139591,31.4375
1694139621,31.4375
1694139651,31.5
1694139681,31.4375
1694139711,31.4375
1694139741,31.4375
1694139771,31.4375
1694139801,31.4375
1694139831,31.4375
1694139861,31.4375
1694139891,31.4375
1694139921,31.4375
1694139951,31.4375
1694139981,31.4375
1694140011,31.4375
1694140041,31.4375
1694140071,31.4375
1694140101,31.4375
1694140131,31.4375
1694140161,31.4375
1694140191,31.375
1694140221,31.375
1694140251,31.375
1694140281,31.375
1694140311,31.375
1694140341,31.4375
1694140371,31.4375
1694140401,31.5
1694140432,31.5
1694140462,31.5
1694140492,31.4375
1694140522,31.4375
1694140552,31.4375
1694140582,31.4375
1694140612,31.4375
1694140642,31.4375
1694140672,31.4375
1694140702,31.4375
1694140732,31.4375
1694140762,31.4375
1694140792,31.4375
1694140822,31.4375
1694140852,31.4375
1694140882,31.4375
1694140912,31.4375
1694140942,31.4375
1694140972,31.4375
1694141002,31.4375
1694141032,31.4375
1694141062,31.4375
1694141092,31.4375
1694141122,31.4375
1694141152,31.4375
1694141182,31.4375
1694141212,31.4375
1694141242,31.4375
1694141272,31.375
1694141302,31.375
1694141332,31.375
1694141363,31.4375
1694141393,31.4375
1694141423,31.4375
1694141453,31.4375
1694141483,31.4375
1694141513,31.375
1694141543,31.4375
1694141573,31.375
1694141603,31.375
1694141633,31.4375
1694141663,31.375
1694141693,31.375
1694141723,31.375
1694141753,31.4375
1694141783,31.375
1694141813,31.375
1694141843,31.375
1694141873,31.375
1694141903,31.375
1694141933,31.4375
1694141963,31.375
1694141993,31.375
1694142023,31.4375
1694142053,31.375
1694142083,31.375
1694142113,31.4375
1694142143,31.375
1694142173,31.375
1694142203,31.375
1694142234,31.375
1694142264,31.375
1694142294,31.375
1694142324,31.4375
1694142354,31.375
1694142384,31.375
1694142414,31.375
1694142444,31.375
1694142474,31.375
1694142504,31.375
1694142534,31.375
1694142564,31.375
1694142594,31.375
1694142624,31.375
1694142654,31.4375
1694142684,31.4375
1694142714,31.4375
1694142744,31.4375
1694142774,31.4375
1694142804,31.4375
1694142834,31.4375
1694142864,31.4375
1694142894,31.4375
1694142924,31.4375
1694142954,31.4375
1694142984,31.4375
1694143014,31.375
1694143044,31.375
1694143074,31.4375
1694143104,31.4375
1694143134,31.4375
1694143164,31.5
1694143194,31.4375
1694143224,31.4375
1694143255,31.375
1694143285,31.375
1694143315,31.4375
1694143345,31.4375
1694143375,31.4375
1694143405,31.4375
1694143435,31.375
1694143465,31.375
1694143495,31.375
1694143525,31.375
1694143555,31.375
1694143585,31.375
1694143615,31.375
1694143645,31.4375
1694143675,31.4375
1694143705,31.4375
1694143735,31.4375
1694143765,31.4375
1694143795,31.4375
1694143825,31.4375
1694143855,31.375
1694143885,31.4375
1694143915,31.4375
1694143945,31.4375
1694143975,31.4375
1694144005,31.4375
1694144035,31.4375
1694144065,31.375
1694144095,31.375
1694144125,31.4375
1694144155,31.4375
1694144186,31.375
1694144216,31.375
1694144246,31.375
1694144276,31.375
1694144306,31.3125
1694144336,31.375
1694144366,31.375
1694144396,31.4375
1694144426,31.4375
1694144456,31.375
1694144486,31.375
1694144516,31.375
1694144546,31.375
1694144576,31.375
1694144606,31.375
1694144636,31.375
1694144666,31.375
1694144696,31.375
1694144726,31.4375
1694144756,31.375
1694144786,31.4375
1694144816,31.375
1694144846,31.4375
1694144876,31.375
1694144906,31.375
1694144937,31.3125
1694144966,31.375
1694144996,31.375
1694145026,31.375
1694145056,31.375
1694145086,31.3125
1694145116,31.3125
1694145147,31.3125
1694145177,31.375
1694145207,31.3125
1694145237,31.3125
1694145267,31.375
1694145297,31.375
1694145327,31.3125
1694145357,31.375
1694145387,31.375
1694145417,31.3125
1694145447,31.375
1694145477,31.3125
1694145507,31.3125
1694145537,31.3125
1694145567,31.3125
1694145597,31.3125
1694145627,31.3125
1694145657,31.375
1694145687,31.375
1694145717,31.375
1694145747,31.375
1694145777,31.375
1694145807,31.375
1694145837,31.375
1694145867,31.375
1694145897,31.375
1694145927,31.375
1694145957,31.3125
1694145987,31.375
1694146017,31.375
1694146048,31.375
1694146078,31.375
1694146108,31.375
1694146138,31.375
1694146168,31.375
1694146198,31.375
1694146228,31.375
1694146258,31.375
1694146288,31.375
1694146318,31.3125
1694146348,31.375
1694146378,31.375
1694146408,31.3125
1694146438,31.3125
1694146468,31.375
1694146498,31.375
1694146528,31.375
1694146559,31.3125
1694146588,31.375
1694146618,31.3125
1694146648,31.3125
1694146678,31.3125
1694146708,31.3125
1694146738,31.3125
1694146768,31.375
1694146798,31.375
1694146828,31.3125
1694146858,31.3125
1694146888,31.3125
1694146918,31.375
1694146948,31.3125
1694146978,31.3125
1694147009,31.3125
1694147039,31.375
1694147069,31.375
1694147099,31.375
1694147129,31.375
1694147159,31.3125
1694147189,31.3125
1694147219,31.3125
1694147249,31.3125
1694147279,31.3125
1694147309,31.3125
1694147339,31.3125
1694147369,31.3125
1694147399,31.3125
1694147429,31.25
1694147459,31.25
1694147489,31.3125
1694147519,31.25
1694147549,31.25
1694147579,31.3125
1694147609,31.3125
1694147639,31.3325
1694147669,31.34
1694147699,31.3125
1694147729,31.3225
1694147759,31.3125
1694147789,31.3125
1694147819,31.25
1694147850,31.3125
1694147879,31.25
1694147909,31.3125
1694147940,31.25
1694147970,31.3125
1694148000,31.25
1694148030,31.25
1694148060,31.3125
1694148090,31.25
1694148120,31.3125
1694148150,31.25
1694148180,31.25
1694148210,31.3125
1694148240,31.25
1694148270,31.1875
1694148300,31.1875
1694148330,31.25
1694148360,31.1875
1694148390,31.1875
1694148420,31.1875
1694148450,31.1875
1694148480,31.25
1694148510,31.25
1694148540,31.25
1694148570,31.25
1694148600,31.1875
1694148630,31.1875
1694148660,31.1875
1694148690,31.25
1694148720,31.24
1694148750,31.25
1694148780,31.3125
1694148810,31.25
1694148840,31.3125
1694148870,31.25
1694148900,31.25
1694148930,31.1875
1694148960,31.1875
1694148990,31.25
1694149020,31.25
1694149050,31.25
1694149080,31.1875
1694149110,31.25
1694149140,31.1875
1694149170,31.1875
1694149200,31.1875
1694149230,31.25
1694149260,31.25
1694149290,31.1875
1694149320,31.1875
1694149350,31.25
1694149380,31.25
1694149410,31.25
1694149440,31.25
1694149470,31.25
1694149500,31.25
1694149530,31.25
1694149560,31.1875
1694149590,31.25
1694149620,31.25
1694149650,31.25
1694149680,31.25
1694149710,31.25
1694149740,31.25
1694149770,31.1875
1694149800,31.1875
1694149830,31.1875
1694149860,31.1875
1694149890,31.25
1694149920,31.1875
1694149950,31.25
1694149980,31.25
1694150010,31.25
1694150040,31.25
1694150070,31.25
1694150100,31.25
1694150130,31.25
1694150160,31.25
1694150190,31.25
1694150220,31.35
1694150250,31.35
1694150280,31.35
1694150310,31.35
1694150340,31.35
1694150370,31.35
1694150400,31.35
1694150430,31.35
1694150460,31.35
1694150490,31.35
1694150520,31.25
1694150550,31.25
1694150580,31.25
1694150610,31.25
1694150640,31.25
1694150670,31.25
1694150700,31.25
1694150730,31.25
1694150760,31.25
1694150790,31.25
1694150820,31.25
1694150850,31.25
1694150880,31.25
1694150910,31.25
1694150940,31.25
1694150970,31.25
1694151000,31.25
1694151030,31.25
1694151060,31.25
1694151090,31.25
1694151120,31.25
1694151150,31.25
1694151180,31.25
1694151210,31.25
